alpha_early,alpha_late,basespread,adjust_scale,max_order_early,max_order_late,profit
alpha_early,alpha_late,basespread,adjust_scale,max_order_early,max_order_late,profit
0.003,0.004,0.005,0.5,0.1,0.05,0.0
0.003,0.004,0.005,0.5,0.1,0.1,0.0
0.003,0.004,0.005,0.5,0.1,0.15,0.0
0.003,0.004,0.005,0.5,0.1,0.2,0.0
0.003,0.004,0.005,0.5,0.1,0.25,0.0
0.003,0.004,0.005,0.5,0.2,0.05,0.0
0.003,0.004,0.005,0.5,0.2,0.1,0.0
0.003,0.004,0.005,0.5,0.2,0.15,0.0
0.003,0.004,0.005,0.5,0.2,0.2,0.0
0.003,0.004,0.005,0.5,0.2,0.25,0.0
0.003,0.004,0.005,0.5,0.3,0.05,0.0
0.003,0.004,0.005,0.5,0.3,0.1,0.0
0.003,0.004,0.005,0.5,0.3,0.15,0.0
0.003,0.004,0.005,0.5,0.3,0.2,0.0
0.003,0.004,0.005,0.5,0.3,0.25,0.0
0.003,0.004,0.005,0.5,0.4,0.05,0.0
0.003,0.004,0.005,0.5,0.4,0.1,0.0
0.003,0.004,0.005,0.5,0.4,0.15,0.0
0.003,0.004,0.005,0.5,0.4,0.2,0.0
0.003,0.004,0.005,0.5,0.4,0.25,0.0
0.003,0.004,0.005,0.5,0.5,0.05,0.0
0.003,0.004,0.005,0.5,0.5,0.1,0.0
0.003,0.004,0.005,0.5,0.5,0.15,0.0
0.003,0.004,0.005,0.5,0.5,0.2,0.0
0.003,0.004,0.005,0.5,0.5,0.25,0.0
0.003,0.004,0.01,0.5,0.1,0.05,0.0
0.003,0.004,0.01,0.5,0.1,0.1,0.0
0.003,0.004,0.01,0.5,0.1,0.15,0.0
0.003,0.004,0.01,0.5,0.1,0.2,0.0
0.003,0.004,0.01,0.5,0.1,0.25,0.0
0.003,0.004,0.01,0.5,0.2,0.05,0.0
0.003,0.004,0.01,0.5,0.2,0.1,0.0
0.003,0.004,0.01,0.5,0.2,0.15,0.0
0.003,0.004,0.01,0.5,0.2,0.2,0.0
0.003,0.004,0.01,0.5,0.2,0.25,0.0
0.003,0.004,0.01,0.5,0.3,0.05,0.0
0.003,0.004,0.01,0.5,0.3,0.1,0.0
0.003,0.004,0.01,0.5,0.3,0.15,0.0
0.003,0.004,0.01,0.5,0.3,0.2,0.0
0.003,0.004,0.01,0.5,0.3,0.25,0.0
0.003,0.004,0.01,0.5,0.4,0.05,0.0
0.003,0.004,0.01,0.5,0.4,0.1,0.0
0.003,0.004,0.01,0.5,0.4,0.15,0.0
0.003,0.004,0.01,0.5,0.4,0.2,0.0
0.003,0.004,0.01,0.5,0.4,0.25,0.0
0.003,0.004,0.01,0.5,0.5,0.05,0.0
0.003,0.004,0.01,0.5,0.5,0.1,0.0
0.003,0.004,0.01,0.5,0.5,0.15,0.0
0.003,0.004,0.01,0.5,0.5,0.2,0.0
0.003,0.004,0.01,0.5,0.5,0.25,0.0
0.003,0.004,0.015,0.5,0.1,0.05,0.0
0.003,0.004,0.015,0.5,0.1,0.1,0.0
0.003,0.004,0.015,0.5,0.1,0.15,0.0
0.003,0.004,0.015,0.5,0.1,0.2,0.0
0.003,0.004,0.015,0.5,0.1,0.25,0.0
0.003,0.004,0.015,0.5,0.2,0.05,0.0
0.003,0.004,0.015,0.5,0.2,0.1,0.0
0.003,0.004,0.015,0.5,0.2,0.15,0.0
0.003,0.004,0.015,0.5,0.2,0.2,0.0
0.003,0.004,0.015,0.5,0.2,0.25,0.0
0.003,0.004,0.015,0.5,0.3,0.05,0.0
0.003,0.004,0.015,0.5,0.3,0.1,0.0
0.003,0.004,0.015,0.5,0.3,0.15,0.0
0.003,0.004,0.015,0.5,0.3,0.2,0.0
0.003,0.004,0.015,0.5,0.3,0.25,0.0
0.003,0.004,0.015,0.5,0.4,0.05,0.0
0.003,0.004,0.015,0.5,0.4,0.1,0.0
0.003,0.004,0.015,0.5,0.4,0.15,0.0
0.003,0.004,0.015,0.5,0.4,0.2,0.0
0.003,0.004,0.015,0.5,0.4,0.25,0.0
0.003,0.004,0.015,0.5,0.5,0.05,0.0
0.003,0.004,0.015,0.5,0.5,0.1,0.0
0.003,0.004,0.015,0.5,0.5,0.15,0.0
0.003,0.004,0.015,0.5,0.5,0.2,0.0
0.003,0.004,0.015,0.5,0.5,0.25,0.0
0.003,0.004,0.02,0.5,0.1,0.05,0.0
0.003,0.004,0.02,0.5,0.1,0.1,0.0
0.003,0.004,0.02,0.5,0.1,0.15,0.0
0.003,0.004,0.02,0.5,0.1,0.2,0.0
0.003,0.004,0.02,0.5,0.1,0.25,0.0
0.003,0.004,0.02,0.5,0.2,0.05,0.0
0.003,0.004,0.02,0.5,0.2,0.1,0.0
0.003,0.004,0.02,0.5,0.2,0.15,0.0
0.003,0.004,0.02,0.5,0.2,0.2,0.0
0.003,0.004,0.02,0.5,0.2,0.25,0.0
0.003,0.004,0.02,0.5,0.3,0.05,0.0
0.003,0.004,0.02,0.5,0.3,0.1,0.0
0.003,0.004,0.02,0.5,0.3,0.15,0.0
0.003,0.004,0.02,0.5,0.3,0.2,0.0
0.003,0.004,0.02,0.5,0.3,0.25,0.0
0.003,0.004,0.02,0.5,0.4,0.05,0.0
0.003,0.004,0.02,0.5,0.4,0.1,0.0
0.003,0.004,0.02,0.5,0.4,0.15,0.0
0.003,0.004,0.02,0.5,0.4,0.2,0.0
0.003,0.004,0.02,0.5,0.4,0.25,0.0
0.003,0.004,0.02,0.5,0.5,0.05,0.0
0.003,0.004,0.02,0.5,0.5,0.1,0.0
0.003,0.004,0.02,0.5,0.5,0.15,0.0
0.003,0.004,0.02,0.5,0.5,0.2,0.0
0.003,0.004,0.02,0.5,0.5,0.25,0.0
0.003,0.004,0.025,0.5,0.1,0.05,0.0
0.003,0.004,0.025,0.5,0.1,0.1,0.0
0.003,0.004,0.025,0.5,0.1,0.15,0.0
0.003,0.004,0.025,0.5,0.1,0.2,0.0
0.003,0.004,0.025,0.5,0.1,0.25,0.0
0.003,0.004,0.025,0.5,0.2,0.05,0.0
0.003,0.004,0.025,0.5,0.2,0.1,0.0
0.003,0.004,0.025,0.5,0.2,0.15,0.0
0.003,0.004,0.025,0.5,0.2,0.2,0.0
0.003,0.004,0.025,0.5,0.2,0.25,0.0
0.003,0.004,0.025,0.5,0.3,0.05,0.0
0.003,0.004,0.025,0.5,0.3,0.1,0.0
0.003,0.004,0.025,0.5,0.3,0.15,0.0
0.003,0.004,0.025,0.5,0.3,0.2,0.0
0.003,0.004,0.025,0.5,0.3,0.25,0.0
0.003,0.004,0.025,0.5,0.4,0.05,0.0
0.003,0.004,0.025,0.5,0.4,0.1,0.0
0.003,0.004,0.025,0.5,0.4,0.15,0.0
0.003,0.004,0.025,0.5,0.4,0.2,0.0
0.003,0.004,0.025,0.5,0.4,0.25,0.0
0.003,0.004,0.025,0.5,0.5,0.05,0.0
0.003,0.004,0.025,0.5,0.5,0.1,0.0
0.003,0.004,0.025,0.5,0.5,0.15,0.0
0.003,0.004,0.025,0.5,0.5,0.2,0.0
0.003,0.004,0.025,0.5,0.5,0.25,0.0
0.003,0.006,0.005,0.1,0.1,0.05,0.0
0.003,0.006,0.005,0.1,0.1,0.1,0.0
0.003,0.006,0.005,0.1,0.1,0.15,0.0
0.003,0.006,0.005,0.1,0.1,0.2,0.0
0.003,0.006,0.005,0.1,0.1,0.25,0.0
0.003,0.006,0.005,0.1,0.2,0.05,0.0
0.003,0.006,0.005,0.1,0.2,0.1,0.0
0.003,0.006,0.005,0.1,0.2,0.15,0.0
0.003,0.006,0.005,0.1,0.2,0.2,0.0
0.003,0.006,0.005,0.1,0.2,0.25,0.0
0.003,0.006,0.005,0.1,0.3,0.05,0.0
0.003,0.006,0.005,0.1,0.3,0.1,0.0
0.003,0.006,0.005,0.1,0.3,0.15,0.0
0.003,0.006,0.005,0.1,0.3,0.2,0.0
0.003,0.006,0.005,0.1,0.3,0.25,0.0
0.003,0.006,0.005,0.1,0.4,0.05,0.0
0.003,0.006,0.005,0.1,0.4,0.1,0.0
0.003,0.006,0.005,0.1,0.4,0.15,0.0
0.003,0.006,0.005,0.1,0.4,0.2,0.0
0.003,0.006,0.005,0.1,0.4,0.25,0.0
0.003,0.006,0.005,0.1,0.5,0.05,0.0
0.003,0.006,0.005,0.1,0.5,0.1,0.0
0.003,0.006,0.005,0.1,0.5,0.15,0.0
0.003,0.006,0.005,0.1,0.5,0.2,0.0
0.003,0.006,0.005,0.1,0.5,0.25,0.0
0.003,0.006,0.01,0.1,0.1,0.05,0.0
0.003,0.006,0.01,0.1,0.1,0.1,0.0
0.003,0.006,0.01,0.1,0.1,0.15,0.0
0.003,0.006,0.01,0.1,0.1,0.2,0.0
0.003,0.006,0.01,0.1,0.1,0.25,0.0
0.003,0.006,0.01,0.1,0.2,0.05,0.0
0.003,0.006,0.01,0.1,0.2,0.1,0.0
0.003,0.006,0.01,0.1,0.2,0.15,0.0
0.003,0.006,0.01,0.1,0.2,0.2,0.0
0.003,0.006,0.01,0.1,0.2,0.25,0.0
0.003,0.006,0.01,0.1,0.3,0.05,0.0
0.003,0.006,0.01,0.1,0.3,0.1,0.0
0.003,0.006,0.01,0.1,0.3,0.15,0.0
0.003,0.006,0.01,0.1,0.3,0.2,0.0
0.003,0.006,0.01,0.1,0.3,0.25,0.0
0.003,0.006,0.01,0.1,0.4,0.05,0.0
0.003,0.006,0.01,0.1,0.4,0.1,0.0
0.003,0.006,0.01,0.1,0.4,0.15,0.0
0.003,0.006,0.01,0.1,0.4,0.2,0.0
0.003,0.006,0.01,0.1,0.4,0.25,0.0
0.003,0.006,0.01,0.1,0.5,0.05,0.0
0.003,0.006,0.01,0.1,0.5,0.1,0.0
0.003,0.006,0.01,0.1,0.5,0.15,0.0
0.003,0.006,0.01,0.1,0.5,0.2,0.0
0.003,0.006,0.01,0.1,0.5,0.25,0.0
0.003,0.006,0.015,0.1,0.1,0.05,0.0
0.003,0.006,0.015,0.1,0.1,0.1,0.0
0.003,0.006,0.015,0.1,0.1,0.15,0.0
0.003,0.006,0.015,0.1,0.1,0.2,0.0
0.003,0.006,0.015,0.1,0.1,0.25,0.0
0.003,0.006,0.015,0.1,0.2,0.05,0.0
0.003,0.006,0.015,0.1,0.2,0.1,0.0
0.003,0.006,0.015,0.1,0.2,0.15,0.0
0.003,0.006,0.015,0.1,0.2,0.2,0.0
0.003,0.006,0.015,0.1,0.2,0.25,0.0
0.003,0.006,0.015,0.1,0.3,0.05,0.0
0.003,0.006,0.015,0.1,0.3,0.1,0.0
0.003,0.006,0.015,0.1,0.3,0.15,0.0
0.003,0.006,0.015,0.1,0.3,0.2,0.0
0.003,0.006,0.015,0.1,0.3,0.25,0.0
0.003,0.006,0.015,0.1,0.4,0.05,0.0
0.003,0.006,0.015,0.1,0.4,0.1,0.0
0.003,0.006,0.015,0.1,0.4,0.15,0.0
0.003,0.006,0.015,0.1,0.4,0.2,0.0
0.003,0.006,0.015,0.1,0.4,0.25,0.0
0.003,0.006,0.015,0.1,0.5,0.05,0.0
0.003,0.006,0.015,0.1,0.5,0.1,0.0
0.003,0.006,0.015,0.1,0.5,0.15,0.0
0.003,0.006,0.015,0.1,0.5,0.2,0.0
0.003,0.006,0.015,0.1,0.5,0.25,0.0
0.003,0.006,0.02,0.1,0.1,0.05,0.0
0.003,0.006,0.02,0.1,0.1,0.1,0.0
0.003,0.006,0.02,0.1,0.1,0.15,0.0
0.003,0.006,0.02,0.1,0.1,0.2,0.0
0.003,0.006,0.02,0.1,0.1,0.25,0.0
0.003,0.006,0.02,0.1,0.2,0.05,0.0
0.003,0.006,0.02,0.1,0.2,0.1,0.0
0.003,0.006,0.02,0.1,0.2,0.15,0.0
0.003,0.006,0.02,0.1,0.2,0.2,0.0
0.003,0.006,0.02,0.1,0.2,0.25,0.0
0.003,0.006,0.02,0.1,0.3,0.05,0.0
0.003,0.006,0.02,0.1,0.3,0.1,0.0
0.003,0.006,0.02,0.1,0.3,0.15,0.0
0.003,0.006,0.02,0.1,0.3,0.2,0.0
0.003,0.006,0.02,0.1,0.3,0.25,0.0
0.003,0.006,0.02,0.1,0.4,0.05,0.0
0.003,0.006,0.02,0.1,0.4,0.1,0.0
0.003,0.006,0.02,0.1,0.4,0.15,0.0
0.003,0.006,0.02,0.1,0.4,0.2,0.0
0.003,0.006,0.02,0.1,0.4,0.25,0.0
0.003,0.006,0.02,0.1,0.5,0.05,0.0
0.003,0.006,0.02,0.1,0.5,0.1,0.0
0.003,0.006,0.02,0.1,0.5,0.15,0.0
0.003,0.006,0.02,0.1,0.5,0.2,0.0
0.003,0.006,0.02,0.1,0.5,0.25,0.0
0.003,0.006,0.025,0.1,0.1,0.05,0.0
0.003,0.006,0.025,0.1,0.1,0.1,0.0
0.003,0.006,0.025,0.1,0.1,0.15,0.0
0.003,0.006,0.025,0.1,0.1,0.2,0.0
0.003,0.006,0.025,0.1,0.1,0.25,0.0
0.003,0.006,0.025,0.1,0.2,0.05,0.0
0.003,0.006,0.025,0.1,0.2,0.1,0.0
0.003,0.006,0.025,0.1,0.2,0.15,0.0
0.003,0.006,0.025,0.1,0.2,0.2,0.0
0.003,0.006,0.025,0.1,0.2,0.25,0.0
0.003,0.006,0.025,0.1,0.3,0.05,0.0
0.003,0.006,0.025,0.1,0.3,0.1,0.0
0.003,0.006,0.025,0.1,0.3,0.15,0.0
0.003,0.006,0.025,0.1,0.3,0.2,0.0
0.003,0.006,0.025,0.1,0.3,0.25,0.0
0.003,0.006,0.025,0.1,0.4,0.05,0.0
0.003,0.006,0.025,0.1,0.4,0.1,0.0
0.003,0.006,0.025,0.1,0.4,0.15,0.0
0.003,0.006,0.025,0.1,0.4,0.2,0.0
0.003,0.006,0.025,0.1,0.4,0.25,0.0
0.003,0.006,0.025,0.1,0.5,0.05,0.0
0.003,0.006,0.025,0.1,0.5,0.1,0.0
0.003,0.006,0.025,0.1,0.5,0.15,0.0
0.003,0.006,0.025,0.1,0.5,0.2,0.0
0.003,0.006,0.025,0.1,0.5,0.25,0.0
0.003,0.006,0.005,0.2,0.1,0.05,0.0
0.003,0.006,0.005,0.2,0.1,0.1,0.0
0.003,0.006,0.005,0.2,0.1,0.15,0.0
0.003,0.006,0.005,0.2,0.1,0.2,0.0
0.003,0.006,0.005,0.2,0.1,0.25,0.0
0.003,0.006,0.005,0.2,0.2,0.05,0.0
0.003,0.006,0.005,0.2,0.2,0.1,0.0
0.003,0.006,0.005,0.2,0.2,0.15,0.0
0.003,0.006,0.005,0.2,0.2,0.2,0.0
0.003,0.006,0.005,0.2,0.2,0.25,0.0
0.003,0.006,0.005,0.2,0.3,0.05,0.0
0.003,0.006,0.005,0.2,0.3,0.1,0.0
0.003,0.006,0.005,0.2,0.3,0.15,0.0
0.003,0.006,0.005,0.2,0.3,0.2,0.0
0.003,0.006,0.005,0.2,0.3,0.25,0.0
0.003,0.006,0.005,0.2,0.4,0.05,0.0
0.003,0.006,0.005,0.2,0.4,0.1,0.0
0.003,0.006,0.005,0.2,0.4,0.15,0.0
0.003,0.006,0.005,0.2,0.4,0.2,0.0
0.003,0.006,0.005,0.2,0.4,0.25,0.0
0.003,0.006,0.005,0.2,0.5,0.05,0.0
0.003,0.006,0.005,0.2,0.5,0.1,0.0
0.003,0.006,0.005,0.2,0.5,0.15,0.0
0.003,0.006,0.005,0.2,0.5,0.2,0.0
0.003,0.006,0.005,0.2,0.5,0.25,0.0
0.003,0.006,0.01,0.2,0.1,0.05,0.0
0.003,0.006,0.01,0.2,0.1,0.1,0.0
0.003,0.006,0.01,0.2,0.1,0.15,0.0
0.003,0.006,0.01,0.2,0.1,0.2,0.0
0.003,0.006,0.01,0.2,0.1,0.25,0.0
0.003,0.006,0.01,0.2,0.2,0.05,0.0
0.003,0.006,0.01,0.2,0.2,0.1,0.0
0.003,0.006,0.01,0.2,0.2,0.15,0.0
0.003,0.006,0.01,0.2,0.2,0.2,0.0
0.003,0.006,0.01,0.2,0.2,0.25,0.0
0.003,0.006,0.01,0.2,0.3,0.05,0.0
0.003,0.006,0.01,0.2,0.3,0.1,0.0
0.003,0.006,0.01,0.2,0.3,0.15,0.0
0.003,0.006,0.01,0.2,0.3,0.2,0.0
0.003,0.006,0.01,0.2,0.3,0.25,0.0
0.003,0.006,0.01,0.2,0.4,0.05,0.0
0.003,0.006,0.01,0.2,0.4,0.1,0.0
0.003,0.006,0.01,0.2,0.4,0.15,0.0
0.003,0.006,0.01,0.2,0.4,0.2,0.0
0.003,0.006,0.01,0.2,0.4,0.25,0.0
0.003,0.006,0.01,0.2,0.5,0.05,0.0
0.003,0.006,0.01,0.2,0.5,0.1,0.0
0.003,0.006,0.01,0.2,0.5,0.15,0.0
0.003,0.006,0.01,0.2,0.5,0.2,0.0
0.003,0.006,0.01,0.2,0.5,0.25,0.0
0.003,0.006,0.015,0.2,0.1,0.05,0.0
0.003,0.006,0.015,0.2,0.1,0.1,0.0
0.003,0.006,0.015,0.2,0.1,0.15,0.0
0.003,0.006,0.015,0.2,0.1,0.2,0.0
0.003,0.006,0.015,0.2,0.1,0.25,0.0
0.003,0.006,0.015,0.2,0.2,0.05,0.0
0.003,0.006,0.015,0.2,0.2,0.1,0.0
0.003,0.006,0.015,0.2,0.2,0.15,0.0
0.003,0.006,0.015,0.2,0.2,0.2,0.0
0.003,0.006,0.015,0.2,0.2,0.25,0.0
0.003,0.006,0.015,0.2,0.3,0.05,0.0
0.003,0.006,0.015,0.2,0.3,0.1,0.0
0.003,0.006,0.015,0.2,0.3,0.15,0.0
0.003,0.006,0.015,0.2,0.3,0.2,0.0
0.003,0.006,0.015,0.2,0.3,0.25,0.0
0.003,0.006,0.015,0.2,0.4,0.05,0.0
0.003,0.006,0.015,0.2,0.4,0.1,0.0
0.003,0.006,0.015,0.2,0.4,0.15,0.0
0.003,0.006,0.015,0.2,0.4,0.2,0.0
0.003,0.006,0.015,0.2,0.4,0.25,0.0
0.003,0.006,0.015,0.2,0.5,0.05,0.0
0.003,0.006,0.015,0.2,0.5,0.1,0.0
0.003,0.006,0.015,0.2,0.5,0.15,0.0
0.003,0.006,0.015,0.2,0.5,0.2,0.0
0.003,0.006,0.015,0.2,0.5,0.25,0.0
0.003,0.006,0.02,0.2,0.1,0.05,0.0
0.003,0.006,0.02,0.2,0.1,0.1,0.0
0.003,0.006,0.02,0.2,0.1,0.15,0.0
0.003,0.006,0.02,0.2,0.1,0.2,0.0
0.003,0.006,0.02,0.2,0.1,0.25,0.0
0.003,0.006,0.02,0.2,0.2,0.05,0.0
0.003,0.006,0.02,0.2,0.2,0.1,0.0
0.003,0.006,0.02,0.2,0.2,0.15,0.0
0.003,0.006,0.02,0.2,0.2,0.2,0.0
0.003,0.006,0.02,0.2,0.2,0.25,0.0
0.003,0.006,0.02,0.2,0.3,0.05,0.0
0.003,0.006,0.02,0.2,0.3,0.1,0.0
0.003,0.006,0.02,0.2,0.3,0.15,0.0
0.003,0.006,0.02,0.2,0.3,0.2,0.0
0.003,0.006,0.02,0.2,0.3,0.25,0.0
0.003,0.006,0.02,0.2,0.4,0.05,0.0
0.003,0.006,0.02,0.2,0.4,0.1,0.0
0.003,0.006,0.02,0.2,0.4,0.15,0.0
0.003,0.006,0.02,0.2,0.4,0.2,0.0
0.003,0.006,0.02,0.2,0.4,0.25,0.0
0.003,0.006,0.02,0.2,0.5,0.05,0.0
0.003,0.006,0.02,0.2,0.5,0.1,0.0
0.003,0.006,0.02,0.2,0.5,0.15,0.0
0.003,0.006,0.02,0.2,0.5,0.2,0.0
0.003,0.006,0.02,0.2,0.5,0.25,0.0
0.003,0.006,0.025,0.2,0.1,0.05,0.0
0.003,0.006,0.025,0.2,0.1,0.1,0.0
0.003,0.006,0.025,0.2,0.1,0.15,0.0
0.003,0.006,0.025,0.2,0.1,0.2,0.0
0.003,0.006,0.025,0.2,0.1,0.25,0.0
0.003,0.006,0.025,0.2,0.2,0.05,0.0
0.003,0.006,0.025,0.2,0.2,0.1,0.0
0.003,0.006,0.025,0.2,0.2,0.15,0.0
0.003,0.006,0.025,0.2,0.2,0.2,0.0
0.003,0.006,0.025,0.2,0.2,0.25,0.0
0.003,0.006,0.025,0.2,0.3,0.05,0.0
0.003,0.006,0.025,0.2,0.3,0.1,0.0
0.003,0.006,0.025,0.2,0.3,0.15,0.0
0.003,0.006,0.025,0.2,0.3,0.2,0.0
0.003,0.006,0.025,0.2,0.3,0.25,0.0
0.003,0.006,0.025,0.2,0.4,0.05,0.0
0.003,0.006,0.025,0.2,0.4,0.1,0.0
0.003,0.006,0.025,0.2,0.4,0.15,0.0
0.003,0.006,0.025,0.2,0.4,0.2,0.0
0.003,0.006,0.025,0.2,0.4,0.25,0.0
0.003,0.006,0.025,0.2,0.5,0.05,0.0
0.003,0.006,0.025,0.2,0.5,0.1,0.0
0.003,0.006,0.025,0.2,0.5,0.15,0.0
0.003,0.006,0.025,0.2,0.5,0.2,0.0
0.003,0.006,0.025,0.2,0.5,0.25,0.0
0.003,0.006,0.005,0.3,0.1,0.05,0.0
0.003,0.006,0.005,0.3,0.1,0.1,0.0
0.003,0.006,0.005,0.3,0.1,0.15,0.0
0.003,0.006,0.005,0.3,0.1,0.2,0.0
0.003,0.006,0.005,0.3,0.1,0.25,0.0
0.003,0.006,0.005,0.3,0.2,0.05,0.0
0.003,0.006,0.005,0.3,0.2,0.1,0.0
0.003,0.006,0.005,0.3,0.2,0.15,0.0
0.003,0.006,0.005,0.3,0.2,0.2,0.0
0.003,0.006,0.005,0.3,0.2,0.25,0.0
0.003,0.006,0.005,0.3,0.3,0.05,0.0
0.003,0.006,0.005,0.3,0.3,0.1,0.0
0.003,0.006,0.005,0.3,0.3,0.15,0.0
0.003,0.006,0.005,0.3,0.3,0.2,0.0
0.003,0.006,0.005,0.3,0.3,0.25,0.0
0.003,0.006,0.005,0.3,0.4,0.05,0.0
0.003,0.006,0.005,0.3,0.4,0.1,0.0
0.003,0.006,0.005,0.3,0.4,0.15,0.0
0.003,0.006,0.005,0.3,0.4,0.2,0.0
0.003,0.006,0.005,0.3,0.4,0.25,0.0
0.003,0.006,0.005,0.3,0.5,0.05,0.0
0.003,0.006,0.005,0.3,0.5,0.1,0.0
0.003,0.006,0.005,0.3,0.5,0.15,0.0
0.003,0.006,0.005,0.3,0.5,0.2,0.0
0.003,0.006,0.005,0.3,0.5,0.25,0.0
0.003,0.006,0.01,0.3,0.1,0.05,0.0
0.003,0.006,0.01,0.3,0.1,0.1,0.0
0.003,0.006,0.01,0.3,0.1,0.15,0.0
0.003,0.006,0.01,0.3,0.1,0.2,0.0
0.003,0.006,0.01,0.3,0.1,0.25,0.0
0.003,0.006,0.01,0.3,0.2,0.05,0.0
0.003,0.006,0.01,0.3,0.2,0.1,0.0
0.003,0.006,0.01,0.3,0.2,0.15,0.0
0.003,0.006,0.01,0.3,0.2,0.2,0.0
0.003,0.006,0.01,0.3,0.2,0.25,0.0
0.003,0.006,0.01,0.3,0.3,0.05,0.0
0.003,0.006,0.01,0.3,0.3,0.1,0.0
0.003,0.006,0.01,0.3,0.3,0.15,0.0
0.003,0.006,0.01,0.3,0.3,0.2,0.0
0.003,0.006,0.01,0.3,0.3,0.25,0.0
0.003,0.006,0.01,0.3,0.4,0.05,0.0
0.003,0.006,0.01,0.3,0.4,0.1,0.0
0.003,0.006,0.01,0.3,0.4,0.15,0.0
0.003,0.006,0.01,0.3,0.4,0.2,0.0
0.003,0.006,0.01,0.3,0.4,0.25,0.0
0.003,0.006,0.01,0.3,0.5,0.05,0.0
0.003,0.006,0.01,0.3,0.5,0.1,0.0
0.003,0.006,0.01,0.3,0.5,0.15,0.0
0.003,0.006,0.01,0.3,0.5,0.2,0.0
0.003,0.006,0.01,0.3,0.5,0.25,0.0
0.003,0.006,0.015,0.3,0.1,0.05,0.0
0.003,0.006,0.015,0.3,0.1,0.1,0.0
0.003,0.006,0.015,0.3,0.1,0.15,0.0
0.003,0.006,0.015,0.3,0.1,0.2,0.0
0.003,0.006,0.015,0.3,0.1,0.25,0.0
0.003,0.006,0.015,0.3,0.2,0.05,0.0
0.003,0.006,0.015,0.3,0.2,0.1,0.0
0.003,0.006,0.015,0.3,0.2,0.15,0.0
0.003,0.006,0.015,0.3,0.2,0.2,0.0
0.003,0.006,0.015,0.3,0.2,0.25,0.0
0.003,0.006,0.015,0.3,0.3,0.05,0.0
0.003,0.006,0.015,0.3,0.3,0.1,0.0
0.003,0.006,0.015,0.3,0.3,0.15,0.0
0.003,0.006,0.015,0.3,0.3,0.2,0.0
0.003,0.006,0.015,0.3,0.3,0.25,0.0
0.003,0.006,0.015,0.3,0.4,0.05,0.0
0.003,0.006,0.015,0.3,0.4,0.1,0.0
0.003,0.006,0.015,0.3,0.4,0.15,0.0
0.003,0.006,0.015,0.3,0.4,0.2,0.0
0.003,0.006,0.015,0.3,0.4,0.25,0.0
0.003,0.006,0.015,0.3,0.5,0.05,0.0
0.003,0.006,0.015,0.3,0.5,0.1,0.0
0.003,0.006,0.015,0.3,0.5,0.15,0.0
0.003,0.006,0.015,0.3,0.5,0.2,0.0
0.003,0.006,0.015,0.3,0.5,0.25,0.0
0.003,0.006,0.02,0.3,0.1,0.05,0.0
0.003,0.006,0.02,0.3,0.1,0.1,0.0
0.003,0.006,0.02,0.3,0.1,0.15,0.0
0.003,0.006,0.02,0.3,0.1,0.2,0.0
0.003,0.006,0.02,0.3,0.1,0.25,0.0
0.003,0.006,0.02,0.3,0.2,0.05,0.0
0.003,0.006,0.02,0.3,0.2,0.1,0.0
0.003,0.006,0.02,0.3,0.2,0.15,0.0
0.003,0.006,0.02,0.3,0.2,0.2,0.0
0.003,0.006,0.02,0.3,0.2,0.25,0.0
0.003,0.006,0.02,0.3,0.3,0.05,0.0
0.003,0.006,0.02,0.3,0.3,0.1,0.0
0.003,0.006,0.02,0.3,0.3,0.15,0.0
0.003,0.006,0.02,0.3,0.3,0.2,0.0
0.003,0.006,0.02,0.3,0.3,0.25,0.0
0.003,0.006,0.02,0.3,0.4,0.05,0.0
0.003,0.006,0.02,0.3,0.4,0.1,0.0
0.003,0.006,0.02,0.3,0.4,0.15,0.0
0.003,0.006,0.02,0.3,0.4,0.2,0.0
0.003,0.006,0.02,0.3,0.4,0.25,0.0
0.003,0.006,0.02,0.3,0.5,0.05,0.0
0.003,0.006,0.02,0.3,0.5,0.1,0.0
0.003,0.006,0.02,0.3,0.5,0.15,0.0
0.003,0.006,0.02,0.3,0.5,0.2,0.0
0.003,0.006,0.02,0.3,0.5,0.25,0.0
0.003,0.006,0.025,0.3,0.1,0.05,0.0
0.003,0.006,0.025,0.3,0.1,0.1,0.0
0.003,0.006,0.025,0.3,0.1,0.15,0.0
0.003,0.006,0.025,0.3,0.1,0.2,0.0
0.003,0.006,0.025,0.3,0.1,0.25,0.0
0.003,0.006,0.025,0.3,0.2,0.05,0.0
0.003,0.006,0.025,0.3,0.2,0.1,0.0
0.003,0.006,0.025,0.3,0.2,0.15,0.0
0.003,0.006,0.025,0.3,0.2,0.2,0.0
0.003,0.006,0.025,0.3,0.2,0.25,0.0
0.003,0.006,0.025,0.3,0.3,0.05,0.0
0.003,0.006,0.025,0.3,0.3,0.1,0.0
0.003,0.006,0.025,0.3,0.3,0.15,0.0
0.003,0.006,0.025,0.3,0.3,0.2,0.0
0.003,0.006,0.025,0.3,0.3,0.25,0.0
0.003,0.006,0.025,0.3,0.4,0.05,0.0
0.003,0.006,0.025,0.3,0.4,0.1,0.0
0.003,0.006,0.025,0.3,0.4,0.15,0.0
0.003,0.006,0.025,0.3,0.4,0.2,0.0
0.003,0.006,0.025,0.3,0.4,0.25,0.0
0.003,0.006,0.025,0.3,0.5,0.05,0.0
0.003,0.006,0.025,0.3,0.5,0.1,0.0
